date; close 
25/02/2019;3845,51
26/02/2019;3817,88
27/02/2019;3830,72
28/02/2019;3823,37
1/03/2019;3831,48
2/03/2019;3842,94
3/03/2019;3812,31
4/03/2019;3731,28
5/03/2019;3874,18
6/03/2019;3874,98
7/03/2019;3882,61
8/03/2019;3868,02
9/03/2019;3947,74
10/03/2019;3929,84
11/03/2019;3874,89
12/03/2019;3888,57
13/03/2019;3878,44
14/03/2019;3881,44
15/03/2019;3927,08
16/03/2019;4027,01
17/03/2019;3998,00
18/03/2019;3988,85
19/03/2019;4024,14
20/03/2019;4056,75
21/03/2019;3996,93
22/03/2019;4000,84
23/03/2019;4007,21
24/03/2019;3994,11
25/03/2019;3924,55
26/03/2019;3942,22
27/03/2019;4045,98
28/03/2019;4036,45
29/03/2019;4111,38
30/03/2019;4118,13
31/03/2019;4112,69
1/04/2019;4151,32
2/04/2019;4906,93
3/04/2019;4976,59
4/04/2019;4913,36
5/04/2019;5047,23
6/04/2019;5057,25
7/04/2019;5201,16
8/04/2019;5294,09
9/04/2019;5201,30
10/04/2019;5318,60
11/04/2019;5048,56
12/04/2019;5081,50
13/04/2019;5080,66
14/04/2019;5165,59
15/04/2019;5037,27
16/04/2019;5212,81
17/04/2019;5236,26
18/04/2019;5289,75
19/04/2019;5295,53
20/04/2019;5326,18
21/04/2019;5305,74
22/04/2019;5394,67
23/04/2019;5539,10
24/04/2019;5454,58
25/04/2019;5162,67
26/04/2019;5234,09
27/04/2019;5229,48
28/04/2019;5272,45
29/04/2019;5237,96
30/04/2019;5350,64
1/05/2019;5389,54
2/05/2019;5500,72
3/05/2019;5753,38
4/05/2019;5840,08
5/05/2019;5794,14
6/05/2019;5748,17
7/05/2019;5819,57
8/05/2019;5998,71
9/05/2019;6171,96
10/05/2019;6358,29
11/05/2019;7191,36
12/05/2019;6977,63
13/05/2019;7806,36
14/05/2019;7980,13
15/05/2019;8183,83
16/05/2019;7874,11
17/05/2019;7371,96
18/05/2019;7266,08
19/05/2019;8193,14
20/05/2019;7998,29
21/05/2019;7947,93
22/05/2019;7626,89
23/05/2019;7876,50
24/05/2019;7996,40
25/05/2019;8059,13
26/05/2019;8726,23
27/05/2019;8785,17
28/05/2019;8718,85
29/05/2019;8664,56
30/05/2019;8276,25
31/05/2019;8550,67
1/06/2019;8555,87
2/06/2019;8737,91
3/06/2019;8114,49
4/06/2019;7677,47
5/06/2019;7791,29
6/06/2019;7807,36
7/06/2019;8002,63
8/06/2019;7933,78
9/06/2019;7643,44
10/06/2019;8021,00
11/06/2019;7917,32
12/06/2019;8174,14
13/06/2019;8235,57
14/06/2019;8693,96
15/06/2019;8853,56
16/06/2019;8979,18
17/06/2019;9336,01
18/06/2019;9081,71
19/06/2019;9280,54
20/06/2019;9536,85
21/06/2019;10218,87
22/06/2019;10689,54
23/06/2019;10855,99
24/06/2019;11035,74
25/06/2019;11740,34
26/06/2019;12913,28
27/06/2019;11154,09
28/06/2019;12355,06
29/06/2019;11884,10
30/06/2019;10769,05
1/07/2019;10591,87
2/07/2019;10844,13
3/07/2019;11981,61
4/07/2019;11156,52
5/07/2019;10993,25
6/07/2019;11248,94
7/07/2019;11474,28
8/07/2019;12296,16
9/07/2019;12567,02
10/07/2019;12099,12
11/07/2019;11343,12
12/07/2019;11797,37
13/07/2019;11363,97
14/07/2019;10204,41
15/07/2019;10850,26
16/07/2019;9423,44
17/07/2019;9696,15
18/07/2019;10638,35
19/07/2019;10532,94
20/07/2019;10759,42
21/07/2019;10586,71
22/07/2019;10325,87
23/07/2019;9854,15
24/07/2019;9772,14
25/07/2019;9882,43
26/07/2019;9847,45
27/07/2019;9478,32
28/07/2019;9531,77
29/07/2019;9506,93
30/07/2019;9595,52
31/07/2019;10089,25
1/08/2019;10409,79
2/08/2019;10528,99
3/08/2019;10820,41
4/08/2019;10978,91
5/08/2019;11807,96
6/08/2019;11467,10
7/08/2019;11974,28
8/08/2019;11982,80
9/08/2019;11865,21
10/08/2019;11293,59
11/08/2019;11549,06
12/08/2019;11387,41
13/08/2019;10872,00
14/08/2019;10031,89
15/08/2019;10308,51
16/08/2019;10360,43
17/08/2019;10220,75
18/08/2019;10326,25
19/08/2019;10922,16
20/08/2019;10770,76
21/08/2019;10131,67
22/08/2019;10104,11
23/08/2019;10410,49
24/08/2019;10150,07
25/08/2019;10141,75
26/08/2019;10364,91
27/08/2019;10175,47
28/08/2019;9722,83
29/08/2019;9492,81
30/08/2019;9587,25
31/08/2019;9624,54
1/09/2019;9768,36
2/09/2019;10387,50
3/09/2019;10625,10
4/09/2019;10585,20
5/09/2019;10556,16
6/09/2019;10309,91
7/09/2019;10491,96
8/09/2019;10420,88
9/09/2019;10314,88
10/09/2019;10109,46
11/09/2019;10165,01
12/09/2019;10428,96
13/09/2019;10372,29
14/09/2019;10365,56
15/09/2019;10313,02
16/09/2019;10271,79
17/09/2019;10198,62
18/09/2019;10163,38
19/09/2019;10281,03
20/09/2019;10176,38
21/09/2019;9988,38
22/09/2019;10036,98
23/09/2019;9694,60
24/09/2019;8542,54
25/09/2019;8446,97
26/09/2019;8074,99
27/09/2019;8201,36
28/09/2019;8223,65
29/09/2019;8065,26
30/09/2019;8314,62
1/10/2019;8326,64
2/10/2019;8391,52
3/10/2019;8246,30
4/10/2019;8168,05
5/10/2019;8172,48
6/10/2019;7868,31
7/10/2019;8215,11
8/10/2019;8191,87
9/10/2019;8593,16
10/10/2019;8596,57
11/10/2019;8278,05
12/10/2019;8316,66
13/10/2019;8296,34
14/10/2019;8363,94
15/10/2019;8173,48
16/10/2019;8014,39
17/10/2019;8082,46
18/10/2019;7972,62
19/10/2019;7973,63
20/10/2019;8247,25
21/10/2019;8223,25
22/10/2019;8034,50
23/10/2019;7479,54
24/10/2019;7444,20
25/10/2019;8671,10
26/10/2019;9258,98
27/10/2019;9550,60
28/10/2019;9222,23
29/10/2019;9432,86
30/10/2019;9169,86
31/10/2019;9157,52
1/11/2019;9260,59
2/11/2019;9311,99
3/11/2019;9221,61
4/11/2019;9421,54
5/11/2019;9323,61
6/11/2019;9347,27
7/11/2019;9208,52
8/11/2019;8772,31
9/11/2019;8822,19
10/11/2019;9045,85
11/11/2019;8726,31
12/11/2019;8815,14
13/11/2019;8773,82
14/11/2019;8640,42
15/11/2019;8468,57
16/11/2019;8498,94
17/11/2019;8515,28
18/11/2019;8190,16
19/11/2019;8133,57
20/11/2019;8093,60
21/11/2019;7632,59
22/11/2019;7292,20
23/11/2019;7339,24
24/11/2019;6930,09
25/11/2019;7138,23
26/11/2019;7170,11
27/11/2019;7531,50
28/11/2019;7442,33
29/11/2019;7769,38
30/11/2019;7571,77
1/12/2019;7420,53
2/12/2019;7320,94
3/12/2019;7313,64
4/12/2019;7207,78
5/12/2019;7406,75
6/12/2019;7558,58
7/12/2019;7514,86
8/12/2019;7539,70
9/12/2019;7350,62
10/12/2019;7233,84
11/12/2019;7212,01
12/12/2019;7199,39
13/12/2019;7261,72
14/12/2019;7080,29
15/12/2019;7132,39
16/12/2019;6897,33
17/12/2019;6635,84
18/12/2019;7294,53
19/12/2019;7159,26
20/12/2019;7203,41
21/12/2019;7159,47
22/12/2019;7517,58
23/12/2019;7326,60
24/12/2019;7260,91
25/12/2019;7202,72
26/12/2019;7207,23
27/12/2019;7253,82
28/12/2019;7316,23
29/12/2019;7399,49
30/12/2019;7234,44
31/12/2019;7183,88
1/01/2020;7189,94
2/01/2020;6965,72
3/01/2020;7339,70
4/01/2020;7357,50
5/01/2020;7359,96
6/01/2020;7762,69
7/01/2020;8160,36
8/01/2020;8045,15
9/01/2020;7817,35
10/01/2020;8190,31
11/01/2020;8024,58
12/01/2020;8181,49
13/01/2020;8106,56
14/01/2020;8820,95
15/01/2020;8813,21
16/01/2020;8719,63
17/01/2020;8894,83
18/01/2020;8909,28
19/01/2020;8702,59
20/01/2020;8634,03
21/01/2020;8724,84
22/01/2020;8667,26
23/01/2020;8394,28
24/01/2020;8431,78
25/01/2020;8345,88
26/01/2020;8602,37
27/01/2020;8898,94
28/01/2020;9391,97
29/01/2020;9286,18
30/01/2020;9501,38
31/01/2020;9342,23
1/02/2020;9384,45
2/02/2020;9334,25
3/02/2020;9288,96
4/02/2020;9171,98
5/02/2020;9611,42
6/02/2020;9755,84
7/02/2020;9808,36
8/02/2020;9898,25
9/02/2020;10157,78
10/02/2020;9858,03
11/02/2020;10269,43
12/02/2020;10347,93
13/02/2020;10233,32
14/02/2020;10360,37
15/02/2020;9905,43
16/02/2020;9925,51
17/02/2020;9702,48
18/02/2020;10182,60
19/02/2020;9602,43
20/02/2020;9608,80
21/02/2020;9697,86
22/02/2020;9671,46
23/02/2020;9977,39
24/02/2020;9664,21
25/02/2020;9316,18
26/02/2020;8793,50
27/02/2020;8821,50
28/02/2020;8719,29
29/02/2020;8545,45
1/03/2020;8549,38
2/03/2020;8919,74
3/03/2020;8765,68
4/03/2020;8773,78
5/03/2020;9074,82
6/03/2020;9160,39
7/03/2020;8903,72
8/03/2020;8057,67
9/03/2020;7944,40
10/03/2020;7894,66
11/03/2020;7945,36
12/03/2020;4916,78
13/03/2020;5632,58
14/03/2020;5181,77
15/03/2020;5357,02
16/03/2020;5045,00
17/03/2020;5337,66
18/03/2020;5413,06
19/03/2020;6184,88
20/03/2020;6206,44
21/03/2020;6195,43
22/03/2020;5828,15
23/03/2020;6503,53
24/03/2020;6767,18
25/03/2020;6694,21
26/03/2020;6757,95
27/03/2020;6382,80
28/03/2020;6252,49
29/03/2020;5882,20
30/03/2020;6403,31
31/03/2020;6423,61
1/04/2020;6663,63
2/04/2020;6804,42
3/04/2020;6743,68
4/04/2020;6875,95
5/04/2020;6781,64
6/04/2020;7347,22
7/04/2020;7201,57
8/04/2020;7367,37
9/04/2020;7294,55
10/04/2020;6876,49
11/04/2020;6887,60
12/04/2020;6913,76
13/04/2020;6859,43
14/04/2020;6879,44
15/04/2020;6629,54
16/04/2020;7114,55
17/04/2020;7037,12
18/04/2020;7264,29
19/04/2020;7132,88
20/04/2020;6842,45
21/04/2020;6855,11
22/04/2020;7135,41
23/04/2020;7489,25
24/04/2020;7509,44
25/04/2020;7546,92
26/04/2020;7701,35
27/04/2020;7787,41
28/04/2020;7760,32
29/04/2020;8784,96
30/04/2020;8637,56
1/05/2020;8829,12
2/05/2020;8981,11
3/05/2020;8907,19
4/05/2020;8881,65
5/05/2020;9029,75
6/05/2020;9153,20
7/05/2020;9999,93
8/05/2020;9808,18
9/05/2020;9541,13
10/05/2020;8735,05
11/05/2020;8568,88
12/05/2020;8821,18
13/05/2020;9317,44
14/05/2020;9793,19
15/05/2020;9311,69
16/05/2020;9387,08
17/05/2020;9670,56
18/05/2020;9722,73
19/05/2020;9780,20
20/05/2020;9509,45
21/05/2020;9059,11
22/05/2020;9170,74
23/05/2020;9186,19
24/05/2020;8718,49
25/05/2020;8901,48
26/05/2020;8844,50
27/05/2020;9204,62
28/05/2020;9579,71
29/05/2020;9424,62
30/05/2020;9699,78
31/05/2020;9450,47
1/06/2020;10211,23
2/06/2020;9523,75
3/06/2020;9666,06
4/06/2020;9794,55
5/06/2020;9622,02
6/06/2020;9671,46
7/06/2020;9750,70
8/06/2020;9782,58
9/06/2020;9779,70
10/06/2020;9891,84
11/06/2020;9268,13
12/06/2020;9464,23
13/06/2020;9474,65
14/06/2020;9333,70
15/06/2020;9429,65
16/06/2020;9526,70
17/06/2020;9459,13
18/06/2020;9380,67
19/06/2020;9301,83
20/06/2020;9359,18
21/06/2020;9292,81
22/06/2020;9691,61
23/06/2020;9624,30
24/06/2020;9292,94
25/06/2020;9241,32
26/06/2020;9158,07
27/06/2020;9007,14
28/06/2020;9120,39
29/06/2020;9187,07
30/06/2020;9136,47
1/07/2020;9238,89
2/07/2020;9092,80
3/07/2020;9066,46
4/07/2020;9142,20
5/07/2020;9081,44
6/07/2020;9347,05
7/07/2020;9257,32
8/07/2020;9439,20
9/07/2020;9238,95
10/07/2020;9288,57
11/07/2020;9237,13
12/07/2020;9300,95
13/07/2020;9237,89
14/07/2020;9256,07
15/07/2020;9193,22
16/07/2020;9133,23
17/07/2020;9156,79
18/07/2020;9177,22
19/07/2020;9216,02
20/07/2020;9164,42
21/07/2020;9392,83
22/07/2020;9537,24
23/07/2020;9615,21
24/07/2020;9550,23
25/07/2020;9708,41
26/07/2020;9942,01
27/07/2020;11042,94
28/07/2020;10933,26
29/07/2020;11112,04
30/07/2020;11113,66
31/07/2020;11352,72
1/08/2020;11812,42
2/08/2020;11063,50
3/08/2020;11234,73
4/08/2020;11194,18
5/08/2020;11752,05
6/08/2020;11771,27
7/08/2020;11603,82
8/08/2020;11770,77
9/08/2020;11686,34
10/08/2020;11897,41
11/08/2020;11389,01
12/08/2020;11570,19
13/08/2020;11790,68
14/08/2020;11774,52
15/08/2020;11860,91
16/08/2020;11917,97
17/08/2020;12301,19
18/08/2020;11956,69
19/08/2020;11760,37
20/08/2020;11863,43
21/08/2020;11527,35
22/08/2020;11670,42
23/08/2020;11651,52
24/08/2020;11756,40
25/08/2020;11330,56
26/08/2020;11466,89
27/08/2020;11331,02
28/08/2020;11535,21
29/08/2020;11480,48
30/08/2020;11716,54
31/08/2020;11657,81
1/09/2020;11926,69
2/09/2020;11397,90
3/09/2020;10174,62
4/09/2020;10467,33
5/09/2020;10167,97
6/09/2020;10260,37
7/09/2020;10379,08
8/09/2020;10128,54
9/09/2020;10228,85
10/09/2020;10345,68
11/09/2020;10398,50
12/09/2020;10448,00
13/09/2020;10332,36
14/09/2020;10678,31
15/09/2020;10786,70
16/09/2020;10957,10
17/09/2020;10945,14
18/09/2020;10937,89
19/09/2020;11083,61
20/09/2020;10921,85
21/09/2020;10418,14
22/09/2020;10534,73
23/09/2020;10238,09
24/09/2020;10742,98
25/09/2020;10694,12
26/09/2020;10734,23
27/09/2020;10781,47
28/09/2020;10699,00
29/09/2020;10841,29
30/09/2020;10779,42
1/10/2020;10622,79
2/10/2020;10576,64
3/10/2020;10552,04
4/10/2020;10675,52
5/10/2020;10795,11
6/10/2020;10603,90
7/10/2020;10672,67
8/10/2020;10929,40
9/10/2020;11058,78
10/10/2020;11301,57
11/10/2020;11375,51
12/10/2020;11539,76
13/10/2020;11427,29
14/10/2020;11429,30
15/10/2020;11508,31
16/10/2020;11326,25
17/10/2020;11367,65
18/10/2020;11513,33
19/10/2020;11756,88
20/10/2020;11921,78
21/10/2020;12813,11
22/10/2020;12990,25
23/10/2020;12937,20
24/10/2020;13126,13
25/10/2020;13041,21
26/10/2020;13069,43
27/10/2020;13646,02
28/10/2020;13285,97
29/10/2020;13462,18
30/10/2020;13565,95
31/10/2020;13803,41
1/11/2020;13761,72
2/11/2020;13571,24
3/11/2020;14023,78
4/11/2020;14157,73
5/11/2020;15599,92
6/11/2020;15590,62
7/11/2020;14838,16
8/11/2020;15488,25
9/11/2020;15335,03
10/11/2020;15313,73
11/11/2020;15707,08
12/11/2020;16306,53
13/11/2020;16332,85
14/11/2020;16075,95
15/11/2020;15964,70
16/11/2020;16721,46
17/11/2020;17681,54
18/11/2020;17786,27
19/11/2020;17824,64
20/11/2020;18672,78
21/11/2020;18704,06
22/11/2020;18430,59
23/11/2020;18385,74
24/11/2020;19157,16
25/11/2020;18725,76
26/11/2020;17175,86
27/11/2020;17155,00
28/11/2020;17739,90
29/11/2020;18199,23
30/11/2020;19686,87
1/12/2020;18792,03
2/12/2020;19226,19
3/12/2020;19448,44
4/12/2020;18665,00
5/12/2020;19156,84
6/12/2020;19378,94
7/12/2020;19181,41
8/12/2020;18323,52
9/12/2020;18549,92
10/12/2020;18250,47
11/12/2020;18034,86
12/12/2020;18814,98
13/12/2020;19169,05
14/12/2020;19274,69
15/12/2020;19441,96
16/12/2020;21352,13
17/12/2020;22822,17
18/12/2020;23135,57
19/12/2020;23844,72
20/12/2020;23467,06
21/12/2020;22727,13
22/12/2020;23823,32
23/12/2020;23239,50
24/12/2020;23724,20
25/12/2020;24707,98
26/12/2020;26445,70
27/12/2020;26249,27
28/12/2020;27039,45
29/12/2020;27360,78
30/12/2020;28889,61
31/12/2020;28972,40
1/01/2021;29388,94
2/01/2021;32203,64
3/01/2021;33063,48
4/01/2021;32030,55
5/01/2021;34038,29
6/01/2021;36849,86
7/01/2021;39479,41
8/01/2021;40636,24
9/01/2021;40236,66
10/01/2021;38202,08
11/01/2021;35496,03
12/01/2021;34058,40
13/01/2021;37380,85
14/01/2021;39155,58
15/01/2021;36790,17
16/01/2021;36025,26
17/01/2021;35839,51
18/01/2021;36623,04
19/01/2021;35932,79
20/01/2021;35501,38
21/01/2021;30840,30
22/01/2021;33008,02
23/01/2021;32107,29
24/01/2021;32283,66
25/01/2021;32275,27
26/01/2021;32516,52
27/01/2021;30423,05
28/01/2021;33443,87
29/01/2021;34252,08
30/01/2021;34317,82
31/01/2021;33143,22
1/02/2021;33535,94
2/02/2021;35524,43
3/02/2021;37677,34
4/02/2021;36983,42
5/02/2021;38310,24
6/02/2021;39267,01
7/02/2021;38868,82
8/02/2021;46437,41
9/02/2021;46509,57
10/02/2021;44854,95
11/02/2021;48006,18
12/02/2021;47435,54
13/02/2021;47222,32
14/02/2021;48652,87
15/02/2021;47936,51
16/02/2021;49184,63
17/02/2021;52154,91
18/02/2021;51591,61
19/02/2021;55933,47
20/02/2021;55900,84
21/02/2021;57469,95
22/02/2021;54121,17
23/02/2021;48898,70
24/02/2021;49738,17
25/02/2021;47082,87
26/02/2021;46324,50
27/02/2021;46191,39
28/02/2021;45261,03
1/03/2021;49635,07
2/03/2021;48501,21
3/03/2021;50392,55
4/03/2021;48363,74
5/03/2021;48775,37
6/03/2021;48892,80
7/03/2021;50964,18
8/03/2021;52405,02
9/03/2021;54928,70
10/03/2021;55893,31
11/03/2021;57809,41
12/03/2021;57256,22
13/03/2021;61179,79
14/03/2021;58998,89
15/03/2021;55665,01
16/03/2021;56925,01
17/03/2021;58909,00
18/03/2021;57643,32
19/03/2021;58060,21
20/03/2021;58101,34
21/03/2021;57374,95
22/03/2021;54095,36
23/03/2021;54355,45
24/03/2021;52303,02
25/03/2021;51336,09
26/03/2021;55055,43
27/03/2021;55863,73
28/03/2021;55781,01
29/03/2021;57626,10
30/03/2021;58781,54
31/03/2021;58793,80
1/04/2021;58730,82
2/04/2021;58987,80
3/04/2021;57074,97
4/04/2021;58219,43
5/04/2021;59119,56
6/04/2021;58010,35
7/04/2021;55951,98
8/04/2021;58084,46
9/04/2021;58106,85
10/04/2021;59784,80
11/04/2021;59980,45
12/04/2021;59845,76
13/04/2021;63558,48
14/04/2021;62964,27
15/04/2021;63233,03
16/04/2021;61416,41
17/04/2021;60056,07
18/04/2021;56246,82
19/04/2021;55680,11
20/04/2021;56496,06
21/04/2021;53803,25
22/04/2021;51717,61
23/04/2021;51178,03
24/04/2021;50115,99
25/04/2021;49120,97
26/04/2021;54062,29
27/04/2021;55073,48
28/04/2021;54877,94
29/04/2021;53581,58
30/04/2021;57757,97
1/05/2021;57843,16
2/05/2021;56623,51
3/05/2021;57195,07
4/05/2021;53244,07
5/05/2021;57506,88
6/05/2021;56441,94
7/05/2021;57374,33
8/05/2021;58943,13
9/05/2021;58294,18
10/05/2021;55870,01
11/05/2021;56747,52
12/05/2021;49504,08
13/05/2021;49700,60
14/05/2021;49887,96
15/05/2021;46775,29
16/05/2021;46490,71
17/05/2021;43552,14
18/05/2021;42886,02
19/05/2021;36771,87
20/05/2021;40597,40
21/05/2021;37350,39
22/05/2021;37491,50
23/05/2021;34716,84
24/05/2021;38837,76
25/05/2021;38387,36
26/05/2021;39295,08
27/05/2021;38538,84
28/05/2021;35680,92
29/05/2021;34611,58
30/05/2021;35662,59
31/05/2021;37290,83
1/06/2021;36683,51
2/06/2021;37576,98
3/06/2021;39229,66
4/06/2021;36861,50
5/06/2021;35538,40
6/06/2021;35798,57
7/06/2021;33582,86
8/06/2021;33409,38
9/06/2021;37391,58
10/06/2021;36680,78
11/06/2021;37339,98
12/06/2021;35541,78
13/06/2021;39017,37
14/06/2021;40526,63
15/06/2021;40161,86
16/06/2021;38345,41
17/06/2021;38082,30
18/06/2021;35830,29
19/06/2021;35515,38
20/06/2021;35602,26
21/06/2021;31652,62
22/06/2021;32537,58
23/06/2021;33678,64
24/06/2021;34649,84
25/06/2021;31593,86
26/06/2021;32307,35
27/06/2021;34713,81
28/06/2021;34487,11
29/06/2021;35901,41
30/06/2021;35056,39
1/07/2021;33543,11
2/07/2021;33804,54
3/07/2021;34682,84
4/07/2021;35287,97
5/07/2021;33702,79
6/07/2021;34237,66
7/07/2021;33880,79
8/07/2021;32874,01
9/07/2021;33804,20
10/07/2021;33515,13
11/07/2021;34249,30
12/07/2021;33088,51
13/07/2021;32737,47
14/07/2021;32820,50
15/07/2021;31867,46
16/07/2021;31401,76
17/07/2021;31546,64
18/07/2021;31806,30
19/07/2021;30847,55
20/07/2021;29795,55
21/07/2021;32139,48
22/07/2021;32299,47
23/07/2021;33637,92
24/07/2021;34282,56
25/07/2021;35369,93
26/07/2021;37269,52
27/07/2021;39496,69
28/07/2021;40030,01
29/07/2021;40030,52
30/07/2021;42231,83
31/07/2021;41474,72
1/08/2021;39870,76
2/08/2021;39158,53
3/08/2021;38189,30
4/08/2021;39738,56
5/08/2021;40888,18
6/08/2021;42852,18
7/08/2021;44617,96
8/08/2021;43827,75
9/08/2021;46292,61
10/08/2021;45601,03
11/08/2021;45556,69
12/08/2021;44425,52
13/08/2021;47832,93
14/08/2021;47102,03
15/08/2021;47015,94
16/08/2021;45927,40
17/08/2021;44684,43
18/08/2021;44714,54
19/08/2021;46761,49
20/08/2021;49336,45
21/08/2021;48867,87
22/08/2021;49289,71
23/08/2021;49521,06
24/08/2021;47690,54
25/08/2021;48996,44
26/08/2021;46852,22
27/08/2021;49088,10
28/08/2021;48918,90
29/08/2021;48794,26
30/08/2021;46993,31
31/08/2021;47159,26
1/09/2021;48840,01
2/09/2021;49280,77
3/09/2021;50019,51
4/09/2021;49935,29
5/09/2021;51784,16
6/09/2021;52693,32
7/09/2021;46856,31
8/09/2021;46073,45
9/09/2021;46392,85
10/09/2021;44853,10
11/09/2021;45166,12
12/09/2021;46049,72
13/09/2021;44958,56
14/09/2021;47129,01
15/09/2021;48148,45
16/09/2021;47764,47
17/09/2021;47297,98
